date,T_max,T_min,rain_mm,RH_mean,cloud,MSLP,DTR,rain_freq,MSLP_delta
2011-01-01,-1.7677674753969537,-1.804396953428921,-0.33691245782625123,-1.8612635904167314,-2.246610452981728,0.9943347471859112,-0.10274522077571516,-1.5335827028308142,
2011-01-02,-1.9338490744436103,-1.5360442603767914,-0.33691245782625123,-1.13260183449962,0.6321058642729436,1.1008642545912428,-1.5262657040397352,-1.5335827028308142,0.3113025851314078
2011-01-04,-2.2475587615317405,-1.9194052504512622,-0.2862622100825611,0.32472167733460267,1.1327521803172342,1.1921752609386824,-1.3405891192661679,-1.0905321949611295,0.26689217492554435
2011-01-05,-1.638592898360665,-1.5743803593842383,-0.33691245782625123,-0.039609200623953005,0.9658700749691373,0.9182422418963812,-0.4122061953983294,-1.0905321949611295,-0.798957670016138
2011-01-07,-2.4320938715835814,-2.4177745375480746,-0.33691245782625123,-1.3147672734788978,0.08973902189162859,1.7704783011391216,-0.3503140004738059,-1.0905321949611295,2.487412685220737
2011-01-08,-2.063023651479899,-2.4177745375480746,-0.33691245782625123,-1.13260183449962,-1.3287588735671951,1.3291417704598332,0.8875298980166468,-1.0905321949611295,-1.287472182281141
2011-01-09,-1.6201393873554806,-1.8619011019400915,-0.33691245782625123,-1.9523463099063703,-1.7876846632744616,1.1617382588228808,0.5780689233940336,-1.0905321949611295,-0.48808479857479087
2011-01-10,-2.0076631184643468,-2.1494218444959445,-0.33691245782625123,-2.0434290293960093,-1.1201562418820739,1.131301256707062,0.20671575384689803,-1.0905321949611295,-0.08839110672171677
2011-01-12,-3.0226062237494733,-2.858639676133716,-0.1596365907233357,0.962300713762075,0.8407084959580646,1.0399902503596223,-0.9073437547945093,-0.6474816870914448,-0.26603274754532213
2011-01-14,-1.3617902332829035,-1.6127164583916855,-0.33691245782625123,-0.6771882370514254,-0.11886360979349253,0.6899647260277908,0.6399611183185561,-1.0905321949611295,-1.0210097210456572
2011-01-15,-1.860035030422874,-2.28359819102201,-0.33691245782625123,-1.7701808709270925,-1.3287588735671951,1.359578772575652,1.1350986777147376,-1.0905321949611295,1.9544877627498705
2011-01-16,-2.4320938715835814,-2.436942587051798,-0.33691245782625123,-1.7701808709270925,-0.577789399500759,1.7704783011391216,-0.2884218055492835,-1.0905321949611295,1.1995107892495354
2011-01-17,-2.2475587615317405,-2.5327828345704155,-0.33691245782625123,-1.3147672734788978,-1.1201562418820739,1.7704783011391216,0.6399611183185561,-1.0905321949611295,0.00042971369011113775
2011-01-18,-1.7862209864021374,-1.8619011019400915,-0.33691245782625123,-0.4950227980721476,-0.36918676781563786,1.2682677662282127,0.02103916907333078,-1.0905321949611295,-1.4651138231047462
2011-01-19,-1.5463253433347444,-1.6893886564065796,-0.33691245782625123,0.14255623835532483,0.08973902189162859,0.9030237408384716,0.26860794877141936,-1.0905321949611295,-1.0654201312515712
2011-01-20,-1.490964810319192,-1.459372062361897,-0.33691245782625123,-0.6771882370514254,0.7572674432840162,0.7051832270857004,-0.2884218055492835,-1.5335827028308142,-0.5769056189866187
2011-01-21,-1.7862209864021374,-2.187757943503392,-0.33691245782625123,-1.4969327124581757,-1.704243610600413,1.0247717493017128,1.0732064827902164,-1.5335827028308142,0.9330483280140518
2011-01-22,-2.210651739521372,-1.9194052504512622,-0.33691245782625123,-0.6771882370514254,0.3817827062507982,1.3747972736335616,-1.216804729417122,-1.5335827028308142,1.0218691484259301
2011-01-23,-1.7493139643917692,-1.727724755414027,-0.33691245782625123,-0.7682709565410644,-0.6195099258377832,1.4052342757493632,-0.28842180554928243,-1.5335827028308142,0.08925053410188855
2011-01-24,-1.9153955634384265,-1.881069151443815,-0.33691245782625123,-1.223684553989259,0.5486648115988951,1.6487302926758631,-0.350314000473807,-1.5335827028308142,0.710996276984583
2011-01-25,-1.7493139643917692,-1.8235650029326445,-0.33691245782625123,-0.5861055175617865,-0.41090729415266214,1.7856968021970137,0.02103916907333078,-1.5335827028308142,0.4001234055432357
2011-01-26,-1.4725112993140077,-1.9002372009475388,-0.33691245782625123,-0.22177463960323085,-1.6208025579263647,1.8313523053707248,1.196990872639261,-1.5335827028308142,0.1336609443078025
2011-01-27,-1.4356042773036395,-1.5360442603767914,-0.33691245782625123,-0.039609200623953005,0.3817827062507982,1.8161338043128328,0.1448235589223756,-1.5335827028308142,-0.04398069651575233
2011-01-28,-1.7493139643917692,-1.7085567059103033,-0.33691245782625123,-0.8593536760307032,0.3817827062507982,1.7248227979653932,-0.35031400047380484,-1.5335827028308142,-0.26603274754532213
2011-01-29,-2.044570140474715,-2.168589893999668,-0.33691245782625123,-2.407759907354565,-0.07714308345646831,1.9226633117181817,0.1448235589223745,-1.5335827028308142,0.5777650463668916
2011-01-30,-2.1183841844954516,-2.513614785066692,-0.33691245782625123,-2.3166771878649257,0.4235032325878224,2.1052853244130607,1.0113142878656927,-1.5335827028308142,0.5333546361609777
2011-02-01,-1.8046744974073217,-1.9577413494587093,-0.33691245782625123,-0.6771882370514254,-0.41090729415266214,1.5422007852705313,0.26860794877142047,-1.5335827028308142,-1.6427554639283517
2011-02-02,-1.5094183213243757,-1.881069151443815,-0.33691245782625123,-1.223684553989259,-1.5373615052523162,1.2682677662282127,1.0113142878656927,-1.5335827028308142,-0.7989576700161886
2011-02-03,-1.5094183213243757,-1.7085567059103033,-0.33691245782625123,-0.22177463960323085,-1.495640978915292,1.1465197577649713,0.4542845335449899,-1.5335827028308142,-0.35485356795709955
2011-02-04,-1.0849875682051418,-1.6510525573991326,-0.33691245782625123,-0.22177463960323085,-2.6638157163519702,0.7508387302594114,1.6921284320354404,-1.5335827028308142,-1.1542409516633991
2011-02-05,-0.9373594801636688,-1.4402040128581737,-0.33691245782625123,-0.7682709565410644,-2.580374663677922,0.7508387302594114,1.506451847261873,-1.5335827028308142,0.00042971369011113775
2011-02-06,-0.9189059691584844,-1.4018679138507264,-0.33691245782625123,-1.4969327124581757,-1.704243610600413,0.5225612143908211,1.4445596523373507,-1.5335827028308142,-0.6657264393984467
2011-02-07,-0.8450919251377482,-0.9993388742725323,-0.33691245782625123,-1.13260183449962,-0.32746624147861364,0.005132178422020021,0.3923923386204664,-1.5335827028308142,-1.5095242333106098
2011-02-08,-0.5313822380496185,-0.9418347257613615,-0.33691245782625123,-0.039609200623953005,-0.7446715048488559,-0.4514228533151605,1.2588830675637823,-1.5335827028308142,-1.3318825924870046
2011-02-09,-0.5867427710651704,-1.0568430227837025,-0.33691245782625123,0.5068871163138805,-0.03542255711944408,-0.39054884908353993,1.4445596523373507,-1.5335827028308142,0.17807135451371647
2011-02-10,-1.048080546194773,-1.210187418813491,-0.33691245782625123,0.14255623835532483,-0.9949946628710012,0.06600618265364064,0.3923923386204664,-1.5335827028308142,1.3327420198672268
2011-02-12,-1.9892096074591628,-1.6127164583916855,-0.33691245782625123,-0.5861055175617865,0.7989879696210405,1.0856457535333508,-1.4643735091152128,-1.5335827028308142,2.9759271974856896
2011-02-13,-2.339826316557661,-2.264430141518286,0.38063271854269254,0.8712179942724362,0.8824290222950889,0.7508387302594114,-0.5359905852473743,-1.0905321949611295,-0.9765993108397938
2011-02-14,-2.727350047666527,-2.5902869830815862,-0.31158733395440613,-0.31285735909286977,0.9241495486321131,1.2530492651703031,-0.783559364945464,-0.6474816870914448,1.4659732504849181
2011-02-15,-2.7827105806820795,-2.2069259930071157,-0.20184513050974415,0.6890525552931583,0.8824290222950889,1.2682677662282127,-2.207079848209485,-0.20443117922176018,0.04484012389602509
2011-02-19,-2.376733338568029,-1.9002372009475388,-0.2524953782534343,1.2355488722309917,1.3413548120023553,0.7812757323752304,-1.8357266786623483,0.2386193286479245,-1.4207034128987819
2011-02-20,-2.063023651479899,-1.9002372009475388,-0.2989247720184836,0.32472167733460267,0.9658700749691373,1.0399902503596223,-0.783559364945464,0.6816698365176094,0.7554066871904465
2011-02-22,-1.675499920371033,-1.4977081613693441,-0.33691245782625123,-1.223684553989259,0.5903853379359193,0.9638977450700922,-0.7835593649454651,0.6816698365176094,-0.22162233733940814
2011-02-23,-1.1403481012206935,-1.3060276663321086,-0.33691245782625123,-0.7682709565410644,-0.32746624147861364,0.7964942334331225,0.3923923386204664,0.6816698365176094,-0.4880847985748413
2011-02-24,-0.7712778811170115,-1.171851319806044,-0.33691245782625123,0.14255623835532483,-0.20230466246754097,0.5377797154487306,1.196990872639261,0.2386193286479245,-0.7545472598102241
2011-02-25,-0.8081849031273801,-0.9801708247688086,-0.33691245782625123,0.32472167733460267,-0.03542255711944408,0.5682167175645323,0.4542845335449877,-0.20443117922176018,0.08925053410188855
2011-02-26,-0.7712778811170115,-1.0760110722874263,-0.33691245782625123,-0.22177463960323085,0.4235032325878224,0.7812757323752304,0.887529898016648,-0.6474816870914448,0.6221754565728055
2011-02-28,0.022223092105904722,-0.9226666762576378,-0.33691245782625123,-0.4039400785825087,-1.87112571594851,0.2181911932327008,3.053756720374938,-1.0905321949611295,-1.6427554639283517
2011-03-03,-0.9004524581533007,-1.3060276663321086,-0.3326916038476104,-0.13069192011359193,-0.16058413613051675,0.9030237408384716,1.1969908726392589,-1.0905321949611295,1.9988981729557844
2011-03-04,-1.2326156562466142,-1.3635318148432793,-0.33691245782625123,-0.7682709565410644,0.34006217991377397,1.0856457535333508,0.2686079487714215,-1.0905321949611295,0.5333546361609777
2011-03-05,-1.6201393873554806,-1.344363765339556,-0.33691245782625123,-0.5861055175617865,0.5903853379359193,0.7964942334331225,-1.093020339568077,-1.0905321949611295,-0.8433680802221025
2011-03-06,-0.8081849031273801,-0.9226666762576378,-0.3326916038476104,0.14255623835532483,0.7989879696210405,0.3551577027538515,0.26860794877141936,-0.6474816870914448,-1.2874721822810906
2011-03-07,-0.5313822380496185,-1.210187418813491,-0.315808187933047,-0.4950227980721476,-0.07714308345646831,0.6290907217961702,2.1253737965070987,-0.20443117922176018,0.7998170973964108
2011-03-08,-1.638592898360665,-1.727724755414027,-0.23983281631751177,-0.22177463960323085,0.7989879696210405,1.1921752609386824,0.0829313639978521,0.2386193286479245,1.6436148913085236
2011-03-09,-1.7308604533865855,-1.842733052436368,-0.23561196233887094,-1.0415191150099812,0.8407084959580646,1.4052342757493632,0.1448235589223745,0.6816698365176094,0.6221754565727551
2011-03-10,-1.4356042773036395,-1.3635318148432793,-0.3326916038476104,-1.0415191150099812,0.8407084959580646,1.3900157746914712,-0.41220619539832837,0.6816698365176094,-0.04398069651575233
2011-03-11,-1.1403481012206935,-1.1910193693097675,-0.33691245782625123,-0.31285735909286977,0.7989879696210405,1.1160827556491524,0.02103916907333078,0.6816698365176094,-0.7989576700161886
2011-03-12,-0.6605568150859071,-0.9993388742725323,-0.33691245782625123,0.05147351886568591,-0.7029509785118317,0.7964942334331225,1.0113142878656927,0.6816698365176094,-0.9321889006338799
2011-03-13,-0.2730330839770406,-0.9418347257613615,-0.33691245782625123,0.23363895784496375,-1.2453178208931466,0.46168721015920056,2.1253737965071005,0.2386193286479245,-0.9765993108397434
2011-03-14,-0.05159095191483145,-0.4434654386645491,-0.33691245782625123,0.14255623835532483,-0.8281125575229044,0.30950219958014036,1.2588830675637823,-0.20443117922176018,-0.4436743883689274
2011-03-17,-1.6016858763502964,-1.459372062361897,-0.30736647997576527,-2.225594468375287,0.9658700749691373,1.3747972736335616,-0.659774975096418,-0.20443117922176018,3.109158428103381
2011-03-18,-1.8784885414280579,-1.516876210873068,-0.2440536702961526,0.05147351886568591,1.0075906013061615,0.7356202292015019,-1.4024813141906893,-0.20443117922176018,-1.8648075149578711
